"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX2142083","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673809","","155.53","1","1726138","339963092","142460","WGS","GENOMIC","RANDOM"
"SRX2142082","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673805","","144.93","1","1644297","314675843","143945","WGS","GENOMIC","RANDOM"
"SRX2142081","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673804","","154.42","1","1682044","330440615","145971","WGS","GENOMIC","RANDOM"
"SRX2142080","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673803","","157.41","1","1712454","335893166","145960","WGS","GENOMIC","RANDOM"
"SRX2142079","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673802","","143.33","1","1665575","328651533","146175","WGS","GENOMIC","RANDOM"
"SRX2142078","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673801","","142.05","1","1611026","308353563","143934","WGS","GENOMIC","RANDOM"
"SRX2142077","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673800","","148.8","1","1695367","324712836","143939","WGS","GENOMIC","RANDOM"
"SRX2142076","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673799","","99.78","1","1128092","215841092","143937","WGS","GENOMIC","RANDOM"
"SRX2142075","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673798","","107.74","1","1178174","230965549","143523","WGS","GENOMIC","RANDOM"
"SRX2142074","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673797","","117.57","1","1313891","250662687","144016","WGS","GENOMIC","RANDOM"
"SRX2142073","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673796","","117.59","1","1311491","250060634","143969","WGS","GENOMIC","RANDOM"
"SRX2142072","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673794","","134.19","1","1436558","279641620","147729","WGS","GENOMIC","RANDOM"
"SRX2142071","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673795","","130.38","1","1475088","282240851","143970","WGS","GENOMIC","RANDOM"
"SRX2142070","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673793","","148.03","1","1660300","316965318","143936","WGS","GENOMIC","RANDOM"
"SRX2142069","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673792","","169.24","1","1932193","369954244","143963","WGS","GENOMIC","RANDOM"
"SRX2142068","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673791","","123.38","1","1319273","256794194","147740","WGS","GENOMIC","RANDOM"
"SRX2142067","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673790","","125.42","1","1365050","268135866","145969","WGS","GENOMIC","RANDOM"
"SRX2142066","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673789","","124.69","1","1328704","258415980","147732","WGS","GENOMIC","RANDOM"
"SRX2142065","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673788","","132.5","1","1463933","288225745","142526","WGS","GENOMIC","RANDOM"
"SRX2142064","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673787","","132.49","1","1443125","283389762","145990","WGS","GENOMIC","RANDOM"
"SRX2142063","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673786","","138.44","1","1491515","291984089","146001","WGS","GENOMIC","RANDOM"
"SRX2142059","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673784","","126.81","1","1350595","264129621","145958","WGS","GENOMIC","RANDOM"
"SRX2142058","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673783","","140.75","1","1510708","293978276","147746","WGS","GENOMIC","RANDOM"
"SRX2142057","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673782","","140.04","1","1592471","304842656","143967","WGS","GENOMIC","RANDOM"
"SRX2142056","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673781","","129.17","1","1464259","280074334","143942","WGS","GENOMIC","RANDOM"
"SRX2142055","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673780","","129.1","1","1405314","276386677","142675","WGS","GENOMIC","RANDOM"
"SRX2142054","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673779","","135.02","1","1521980","290728865","143961","WGS","GENOMIC","RANDOM"
"SRX2142050","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673777","","126.18","1","1359536","266136586","145998","WGS","GENOMIC","RANDOM"
"SRX2142049","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673776","","127.05","1","1362237","265220387","147731","WGS","GENOMIC","RANDOM"
"SRX2142048","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673775","","139.63","1","1506746","295115813","145993","WGS","GENOMIC","RANDOM"
"SRX2142047","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673773","","136.1","1","1487822","291885607","146035","WGS","GENOMIC","RANDOM"
"SRX2142046","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673774","","133.26","1","1454982","285865865","146025","WGS","GENOMIC","RANDOM"
"SRX2142045","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673772","","130.74","1","1390568","270867165","147809","WGS","GENOMIC","RANDOM"
"SRX2142044","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673771","","132.1","1","1519104","299071005","146173","WGS","GENOMIC","RANDOM"
"SRX2142043","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673770","","126.92","1","1360725","265542633","147817","WGS","GENOMIC","RANDOM"
"SRX2142042","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673769","","121.28","1","1372401","262553703","143972","WGS","GENOMIC","RANDOM"
"SRX2142041","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673768","","135.95","1","1484925","291887897","145983","WGS","GENOMIC","RANDOM"
"SRX2142040","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673767","","102.66","1","1148570","226555251","142543","WGS","GENOMIC","RANDOM"
"SRX2142036","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673765","","113.03","1","1227887","240377874","143504","WGS","GENOMIC","RANDOM"
"SRX2142035","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673764","","103.98","1","1139551","223778797","143507","WGS","GENOMIC","RANDOM"
"SRX2142028","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673762","","203.32","1","2321447","444549067","143965","WGS","GENOMIC","RANDOM"
"SRX2142027","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673761","","110.25","1","1181953","229881748","147715","WGS","GENOMIC","RANDOM"
"SRX2142026","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673760","","111.94","1","1198094","233055645","147730","WGS","GENOMIC","RANDOM"
"SRX2141913","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673647","","115.19","1","1272457","250149463","143529","WGS","GENOMIC","RANDOM"
"SRX2141783","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673518","","111.72","1","1226078","241112549","142541","WGS","GENOMIC","RANDOM"
"SRX2141601","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673344","","196.24","1","2098444","407085247","147736","WGS","GENOMIC","RANDOM"
"SRX2141600","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673343","","175.89","1","2005986","384161200","143976","WGS","GENOMIC","RANDOM"
"SRX2141596","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673342","","179.51","1","1964269","385912596","145997","WGS","GENOMIC","RANDOM"
"SRX2141595","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673341","","164.43","1","1797921","353362614","145959","WGS","GENOMIC","RANDOM"
"SRX2141594","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673340","","180.84","1","2065689","395639393","143943","WGS","GENOMIC","RANDOM"
"SRX2141593","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673339","","102.26","1","1117855","219329304","143503","WGS","GENOMIC","RANDOM"
"SRX2141591","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673337","","71.96","1","839654","165293736","146176","WGS","GENOMIC","RANDOM"
"SRX2141590","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673336","","75.17","1","824472","161784761","143516","WGS","GENOMIC","RANDOM"
"SRX2141589","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673335","","151.88","1","1620466","315100783","147818","WGS","GENOMIC","RANDOM"
"SRX2141588","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673334","","147.86","1","1614702","317169847","145984","WGS","GENOMIC","RANDOM"
"SRX2141587","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673333","","135.58","1","1473952","289030604","146026","WGS","GENOMIC","RANDOM"
"SRX2141583","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673332","","157.98","1","1717256","337074720","146002","WGS","GENOMIC","RANDOM"
"SRX2141582","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673331","","131.11","1","1421337","278560005","146015","WGS","GENOMIC","RANDOM"
"SRX2141581","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673330","","158.91","1","1730857","340112494","145961","WGS","GENOMIC","RANDOM"
"SRX2141578","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673328","","153.66","1","1699900","334449183","146060","WGS","GENOMIC","RANDOM"
"SRX2141577","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673327","","171.98","1","1911939","376136518","146043","WGS","GENOMIC","RANDOM"
"SRX2141576","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673326","","123.09","1","1359231","267418229","146055","WGS","GENOMIC","RANDOM"
"SRX2141575","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673325","","148.79","1","1618488","317849654","146031","WGS","GENOMIC","RANDOM"
"SRX2141574","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673324","","115.53","1","1271506","249769608","143493","WGS","GENOMIC","RANDOM"
"SRX2141573","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673323","","118.19","1","1333849","254882886","143974","WGS","GENOMIC","RANDOM"
"SRX2141572","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673322","","125.91","1","1372088","269690702","146018","WGS","GENOMIC","RANDOM"
