Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX1795968,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464240,NA,187.35,1,2188494,432191769,198233,WGS,GENOMIC,RANDOM
SRX1795966,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464238,NA,101.79,1,1202541,237835061,152604,WGS,GENOMIC,RANDOM
SRX1795964,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464236,NA,125.38,1,1522645,301191577,176281,WGS,GENOMIC,RANDOM
SRX1795963,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464235,NA,129.04,1,1493163,294702975,191923,WGS,GENOMIC,RANDOM
SRX1795962,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464234,NA,151.58,1,1724442,339416577,163201,WGS,GENOMIC,RANDOM
SRX1795959,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464231,NA,156.99,1,1826781,360693220,164651,WGS,GENOMIC,RANDOM
SRX1795954,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464227,NA,108.64,1,1166073,228210709,181980,WGS,GENOMIC,RANDOM
SRX1795951,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464223,NA,129.62,1,1418742,276051011,226965,WGS,GENOMIC,RANDOM
SRX1795950,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464222,NA,123.62,1,1447426,285889488,183684,WGS,GENOMIC,RANDOM
SRX1795949,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464220,NA,128.38,1,1416583,277749004,181094,WGS,GENOMIC,RANDOM
SRX1795948,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464221,NA,144.53,1,1694069,334560413,187468,WGS,GENOMIC,RANDOM
SRX1795947,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464219,NA,210.57,1,2465351,486920382,164666,WGS,GENOMIC,RANDOM
SRX1795946,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464218,NA,249.71,1,2702378,531046965,134031,WGS,GENOMIC,RANDOM
SRX1795945,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464217,NA,142.83,1,1771822,350884959,182168,WGS,GENOMIC,RANDOM
SRX1795944,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464216,NA,89.31,1,1153171,228696676,189197,WGS,GENOMIC,RANDOM
SRX1795943,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464215,NA,124.21,1,1293485,251534394,129511,WGS,GENOMIC,RANDOM
SRX1795942,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464214,NA,142.75,1,1732236,342663931,172292,WGS,GENOMIC,RANDOM
SRX1795941,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464213,NA,161.71,1,1874581,369788821,195759,WGS,GENOMIC,RANDOM
SRX1795940,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464212,NA,132.06,1,1479498,287152709,231216,WGS,GENOMIC,RANDOM
SRX1795939,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464211,NA,132.59,1,1568186,309782623,171275,WGS,GENOMIC,RANDOM
SRX1795937,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464209,NA,163.1,1,1889226,373250813,155580,WGS,GENOMIC,RANDOM
SRX1795936,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464208,NA,124.78,1,1414080,278172916,163204,WGS,GENOMIC,RANDOM
SRX1795935,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464207,NA,68.72,1,737754,142498556,147829,WGS,GENOMIC,RANDOM
SRX1795934,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464206,NA,86.57,1,1110097,220177938,192878,WGS,GENOMIC,RANDOM
SRX1795933,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464205,NA,105.06,1,1241365,245361154,152618,WGS,GENOMIC,RANDOM
SRX1795932,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464204,NA,132.5,1,1568806,309687988,206692,WGS,GENOMIC,RANDOM
SRX1795931,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464202,NA,179.16,1,2002507,393898805,194187,WGS,GENOMIC,RANDOM
SRX1795930,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464203,NA,90.99,1,1019158,197959153,227929,WGS,GENOMIC,RANDOM
SRX1795929,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464201,NA,133.48,1,1540325,295558935,242345,WGS,GENOMIC,RANDOM
SRX1795927,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464199,NA,107.29,1,1296260,235110536,209671,WGS,GENOMIC,RANDOM
SRX1795926,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464198,NA,151.73,1,1888569,374284094,188151,WGS,GENOMIC,RANDOM
SRX1795925,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464197,NA,149.65,1,1733741,342526769,203613,WGS,GENOMIC,RANDOM
SRX1795924,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464196,NA,117.84,1,1308562,256948349,194189,WGS,GENOMIC,RANDOM
SRX1795923,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464195,NA,131.31,1,1474712,289944088,194235,WGS,GENOMIC,RANDOM
SRX1795922,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464194,NA,161.92,1,1812296,356260076,194237,WGS,GENOMIC,RANDOM
SRX1795921,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464193,NA,166.44,1,1919834,378565403,164663,WGS,GENOMIC,RANDOM
SRX1795919,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464191,NA,63.48,1,745167,142725233,245074,WGS,GENOMIC,RANDOM
SRX1795918,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464190,NA,155.2,1,1834298,362506621,183722,WGS,GENOMIC,RANDOM
SRX1795917,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464189,NA,127.14,1,1439277,283585891,186546,WGS,GENOMIC,RANDOM
SRX1795916,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464188,NA,128.86,1,1435892,281672777,194236,WGS,GENOMIC,RANDOM
SRX1795915,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464187,NA,151.63,1,1773271,349701215,204427,WGS,GENOMIC,RANDOM
SRX1795914,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464186,NA,159.54,1,1802627,354724677,203388,WGS,GENOMIC,RANDOM
SRX1795913,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464185,NA,161.39,1,1828342,359695329,176299,WGS,GENOMIC,RANDOM
SRX1795912,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464184,NA,156.39,1,1729491,339629425,179604,WGS,GENOMIC,RANDOM
SRX1795911,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464183,NA,221.72,1,2420870,475444112,158907,WGS,GENOMIC,RANDOM
SRX1795910,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464182,NA,101.53,1,1191076,235197535,152645,WGS,GENOMIC,RANDOM
SRX1795909,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464181,NA,105.17,1,1361385,270203541,185420,WGS,GENOMIC,RANDOM
SRX1795908,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464180,NA,139.05,1,1490389,292157423,155720,WGS,GENOMIC,RANDOM
SRX1795907,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464179,NA,136.76,1,1736102,344185558,177456,WGS,GENOMIC,RANDOM
SRX1795906,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464178,NA,148.02,1,1872304,371080993,177457,WGS,GENOMIC,RANDOM
SRX1795905,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464177,NA,236.67,1,2733831,539864673,185915,WGS,GENOMIC,RANDOM
SRX1795904,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464176,NA,85.6,1,920481,177551690,221639,WGS,GENOMIC,RANDOM
SRX1795903,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464173,NA,97.49,1,1102078,217341029,136729,WGS,GENOMIC,RANDOM
SRX1795902,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464174,NA,195.44,1,2210673,434682013,161089,WGS,GENOMIC,RANDOM
SRX1795901,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464172,NA,76.68,1,996517,197749242,189182,WGS,GENOMIC,RANDOM
SRX1795900,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464175,NA,162,1,1795846,353118119,126123,WGS,GENOMIC,RANDOM
SRX1795899,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464171,NA,171.72,1,1950356,384246567,153146,WGS,GENOMIC,RANDOM
SRX1795898,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464169,NA,183.32,1,2179610,430703811,204019,WGS,GENOMIC,RANDOM
SRX1795897,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464168,NA,206.44,1,2417995,477746184,164646,WGS,GENOMIC,RANDOM
SRX1795896,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464167,NA,106.4,1,1188504,233840085,168307,WGS,GENOMIC,RANDOM
SRX1795895,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464166,NA,104.72,1,1337900,265390001,185856,WGS,GENOMIC,RANDOM
SRX1795894,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464165,NA,140.78,1,1584387,311672012,163218,WGS,GENOMIC,RANDOM
SRX1795893,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464164,NA,146.94,1,1698691,334971002,170315,WGS,GENOMIC,RANDOM
SRX1795892,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464163,NA,173.53,1,1888374,370843598,154821,WGS,GENOMIC,RANDOM
SRX1795891,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464162,NA,179.11,1,2010600,395738087,168294,WGS,GENOMIC,RANDOM
SRX1795890,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464161,NA,96.69,1,1069470,210624722,142496,WGS,GENOMIC,RANDOM
SRX1795889,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464157,NA,113.09,1,1387374,264723235,248542,WGS,GENOMIC,RANDOM
SRX1795888,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464156,NA,138.94,1,1488148,291830691,155719,WGS,GENOMIC,RANDOM
SRX1795887,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464155,NA,158.11,1,1832560,361485030,195743,WGS,GENOMIC,RANDOM
SRX1795886,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464154,NA,138.24,1,1705049,338131525,142261,WGS,GENOMIC,RANDOM
SRX1795784,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464144,NA,128.45,1,1630527,323307170,178725,WGS,GENOMIC,RANDOM
SRX1795782,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464142,NA,138.19,1,1562699,307816224,201500,WGS,GENOMIC,RANDOM
SRX1795781,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464141,NA,177.63,1,1927777,378032759,158910,WGS,GENOMIC,RANDOM
SRX1795780,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464140,NA,180.27,1,2101331,415820157,155582,WGS,GENOMIC,RANDOM
SRX1795779,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464139,NA,99.98,1,1243396,246317990,188148,WGS,GENOMIC,RANDOM
SRX1795778,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464138,NA,134.58,1,1562524,308552936,164667,WGS,GENOMIC,RANDOM
SRX1795777,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464137,NA,97.05,1,1143088,225874628,152650,WGS,GENOMIC,RANDOM
SRX1795776,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464135,NA,121.72,1,1411024,274551245,184381,WGS,GENOMIC,RANDOM
SRX1795775,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464136,NA,125.99,1,1342260,261543240,193281,WGS,GENOMIC,RANDOM
SRX1795773,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464134,NA,134.54,1,1563161,308643884,164654,WGS,GENOMIC,RANDOM
SRX1795772,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464132,NA,164.21,1,1835435,360880895,194197,WGS,GENOMIC,RANDOM
SRX1795771,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464130,NA,179.14,1,2078546,410111678,195747,WGS,GENOMIC,RANDOM
SRX1795770,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464131,NA,178.92,1,1943539,380553933,150962,WGS,GENOMIC,RANDOM
SRX1795768,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464128,NA,99.34,1,1054121,206043070,131998,WGS,GENOMIC,RANDOM
SRX1795767,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464127,NA,98.84,1,1166122,230436757,152593,WGS,GENOMIC,RANDOM
SRX1795766,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464126,NA,151.74,1,1710695,337306218,135026,WGS,GENOMIC,RANDOM
SRX1795765,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464125,NA,155.27,1,1894841,375088989,187570,WGS,GENOMIC,RANDOM
SRX1795764,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464124,NA,215.81,1,2512455,495935776,170303,WGS,GENOMIC,RANDOM
SRX1795763,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464123,NA,109.47,1,1334988,264193525,187568,WGS,GENOMIC,RANDOM
SRX1795761,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464121,NA,88.49,1,1122839,222447893,192862,WGS,GENOMIC,RANDOM
SRX1795760,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464120,NA,98.36,1,1251224,248000903,178717,WGS,GENOMIC,RANDOM
SRX1795759,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464119,NA,116.49,1,1387184,273891038,206715,WGS,GENOMIC,RANDOM
SRX1795758,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464118,NA,139.93,1,1627132,321209425,164653,WGS,GENOMIC,RANDOM
SRX1795757,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464117,NA,103.63,1,1321621,262018584,192869,WGS,GENOMIC,RANDOM
SRX1795755,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464115,NA,165.55,1,1806165,353357441,195549,WGS,GENOMIC,RANDOM
SRX1795754,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464114,NA,82.79,1,1080159,214309568,189185,WGS,GENOMIC,RANDOM
SRX1795753,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464113,NA,130.2,1,1643451,325771524,178710,WGS,GENOMIC,RANDOM
